OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseTypeGFA,SiteEnergyUse(kBtu),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),UsageType
21896,2016,NonResidential,Warehouse,GREATER_DUWAMISH,1981,1.0,1,28920,0,28920,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,,,1750419.0,0.0,279044.0,1471375.0,Mono_usage
21897,2016,NonResidential,Warehouse,GREATER_DUWAMISH,1978,1.0,1,22176,0,22176,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,,,736428.625,0.0,137469.0,598959.0,Mono_usage
21898,2016,NonResidential,Warehouse,GREATER_DUWAMISH,1978,1.0,1,31300,0,31300,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,,,362874.0,0.0,220913.0,141961.0,Mono_usage
21902,2016,NonResidential,Warehouse,GREATER_DUWAMISH,1979,1.0,1,22000,0,22000,"Non-Refrigerated Warehouse, Parking",Non-Refrigerated Warehouse,0.0,,700627.625,0.0,700628.0,0.0,Multi_usage
21904,2016,NonResidential,Small- and Mid-Sized Office,NORTH,1974,1.0,3,39927,0,39927,"Office, Parking",Office,0.0,,3568419.5,0.0,3568419.0,0.0,Multi_usage
21905,2016,NonResidential,Other,NORTH,1979,1.0,1,30610,0,30610,"Office, Other - Recreation",Other - Recreation,7290.0,,4294550.0,0.0,1999987.0,2294563.0,Multi_usage
21907,2016,NonResidential,Medical Office,NORTH,1980,1.0,2,26930,6350,20580,Medical Office,Medical Office,,,1002995.0,0.0,1002995.0,0.0,Mono_usage
21909,2016,NonResidential,Medical Office,NORTH,1968,1.0,2,38745,0,38745,"Medical Office, Parking",Medical Office,0.0,,2890379.0,0.0,2251578.0,638800.0,Multi_usage
21913,2016,NonResidential,Self-Storage Facility,NORTHEAST,1959,1.0,2,20296,0,20296,Self-Storage Facility,Self-Storage Facility,,,855665.125,0.0,855665.0,0.0,Mono_usage
21916,2016,NonResidential,Mixed Use Property,NORTHEAST,1945,1.0,2,22135,0,22135,"Medical Office, Non-Refrigerated Warehouse, Office, Retail Store",Medical Office,8116.0,3200.0,1261634.5,0.0,858099.0,403535.0,Multi_usage
21917,2016,NonResidential,Medical Office,NORTHEAST,1967,1.0,3,38378,0,38378,"Medical Office, Parking",Medical Office,3312.0,,1645605.125,0.0,729620.0,915985.0,Multi_usage
21920,2016,NonResidential,Warehouse,NORTHEAST,1980,1.0,2,33576,0,33576,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,,,1275231.75,0.0,390124.0,885108.0,Mono_usage
21921,2016,NonResidential,Supermarket / Grocery Store,NORTHEAST,1975,1.0,1,33005,0,33005,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,0.0,,10642754.0,0.0,7359683.0,3283070.0,Multi_usage
21945,2016,NonResidential,Other,EAST,1981,1.0,1,20971,0,20971,"Bank Branch, Medical Office, Parking, Retail Store",Parking,10360.0,8509.0,729397.1875,0.0,729397.0,0.0,Multi_usage
21955,2016,NonResidential,Small- and Mid-Sized Office,MAGNOLIA_QUEENANNE,1927,1.0,3,23910,0,23910,"Office, Retail Store",Office,3910.0,,873577.3125,0.0,678167.0,195410.0,Multi_usage
21964,2016,NonResidential,Worship Facility,BALLARD,1910,1.0,2,21765,0,21765,Worship Facility,Worship Facility,,,431390.4063,0.0,119922.0,311468.0,Mono_usage
22062,2016,Campus,University,EAST,1939,1.0,2,2200000,0,2200000,"College/University, Parking",College/University,318960.0,,114648520.0,0.0,61672821.0,52975694.0,Multi_usage
22078,2016,NonResidential,Worship Facility,CENTRAL,1901,1.0,2,26560,0,26560,Worship Facility,Worship Facility,,,1751483.875,0.0,609983.0,1141501.0,Mono_usage
22095,2016,NonResidential,Warehouse,LAKE_UNION,1957,1.0,2,20140,0,20140,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,,,116486.6016,0.0,116487.0,0.0,Mono_usage
22139,2016,NonResidential,Retail Store,GREATER_DUWAMISH,1992,1.0,2,38845,0,38845,"Parking, Retail Store",Retail Store,6000.0,,6917280.0,0.0,3290526.0,3626753.0,Multi_usage
22142,2016,NonResidential,Supermarket / Grocery Store,GREATER_DUWAMISH,1953,1.0,1,26092,0,26092,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,0.0,,7619445.0,0.0,5004995.0,2614450.0,Multi_usage
22149,2016,SPS-District K-12,K-12 School,NORTH,1955,1.0,1,38582,0,38582,K-12 School,K-12 School,,,1848878.5,0.0,729477.0,1119402.0,Mono_usage
22163,2016,NonResidential,Small- and Mid-Sized Office,GREATER_DUWAMISH,1967,1.0,1,25500,0,25500,Office,Office,,,1213869.75,0.0,198748.0,1015122.0,Mono_usage
22165,2016,NonResidential,Warehouse,GREATER_DUWAMISH,1961,1.0,1,41895,0,41895,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,2596.0,,1242311.5,0.0,886222.0,356089.0,Multi_usage
22166,2016,NonResidential,Retail Store,GREATER_DUWAMISH,1958,1.0,2,56193,0,56193,Retail Store,Retail Store,,,2497942.75,0.0,1858950.0,638992.0,Mono_usage
22223,2016,NonResidential,K-12 School,BALLARD,1922,1.0,3,35448,0,35448,K-12 School,K-12 School,,,1379932.5,0.0,280549.0,1099383.0,Mono_usage
22230,2016,NonResidential,Supermarket / Grocery Store,BALLARD,1966,1.0,1,29214,0,29214,Supermarket/Grocery Store,Supermarket/Grocery Store,,,9336239.0,0.0,6227281.0,3108958.0,Mono_usage
22240,2016,NonResidential,Supermarket / Grocery Store,BALLARD,2000,1.0,1,89103,43035,46068,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,0.0,,14029480.0,0.0,7808020.0,6221459.0,Multi_usage
22252,2016,NonResidential,Other,BALLARD,1961,1.0,1,32000,0,32000,"Office, Other - Recreation",Other - Recreation,4700.0,,1331122.125,0.0,548631.0,782491.0,Multi_usage
22259,2016,NonResidential,Mixed Use Property,BALLARD,1910,1.0,2,31140,0,31140,"Non-Refrigerated Warehouse, Other, Retail Store",Other,9400.0,6900.0,935580.3125,0.0,234613.0,700967.0,Multi_usage
22261,2016,NonResidential,Warehouse,BALLARD,1975,1.0,3,41478,0,41478,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,9546.0,,3035962.25,0.0,1799383.0,1236579.0,Multi_usage
22264,2016,NonResidential,Warehouse,BALLARD,1980,1.0,1,39840,0,39840,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,,,752104.0,0.0,752104.0,0.0,Mono_usage
22312,2016,Nonresidential COS,Other,BALLARD,2004,1.0,1,30576,15576,15000,"Library, Other - Services",Library,3100.0,,1533245.75,0.0,930038.0,603208.0,Multi_usage
22327,2016,NonResidential,Other,BALLARD,1924,1.0,2,21528,0,21528,Social/Meeting Hall,Social/Meeting Hall,,,306911.0938,0.0,209914.0,96997.0,Mono_usage
22332,2016,NonResidential,Other,BALLARD,1928,1.0,2,30000,0,30000,"Parking, Strip Mall",Strip Mall,0.0,,1094940.75,0.0,975561.0,119380.0,Multi_usage
22420,2016,NonResidential,Other,BALLARD,1942,1.0,2,30087,0,30087,Other,Other,,,5274642.0,0.0,5274641.0,0.0,Mono_usage
22438,2016,NonResidential,Worship Facility,BALLARD,1975,1.0,1,40445,0,40445,Worship Facility,Worship Facility,,,786253.6875,0.0,271219.0,515035.0,Mono_usage
22440,2016,NonResidential,Retail Store,BALLARD,1996,1.0,1,23500,0,23500,Retail Store,Retail Store,,,1137967.5,0.0,1021883.0,116084.0,Mono_usage
22454,2016,NonResidential,Retail Store,BALLARD,1967,1.0,1,22420,0,22420,Retail Store,Retail Store,,,1404253.75,0.0,927422.0,476832.0,Mono_usage
22479,2016,NonResidential,Supermarket / Grocery Store,MAGNOLIA_QUEENANNE,1961,1.0,1,25842,0,25842,Supermarket/Grocery Store,Supermarket/Grocery Store,,,8518313.0,0.0,4656997.0,3861316.0,Mono_usage
22480,2016,NonResidential,Small- and Mid-Sized Office,MAGNOLIA_QUEENANNE,1992,1.0,3,26389,0,26389,"Fitness Center/Health Club/Gym, Office",Office,9623.0,,1208035.375,0.0,1208035.0,0.0,Multi_usage
22486,2016,NonResidential,Small- and Mid-Sized Office,MAGNOLIA_QUEENANNE,1982,1.0,3,25859,0,25859,"Office, Parking",Office,4000.0,,858780.625,0.0,665707.0,193073.0,Multi_usage
22502,2016,NonResidential,Warehouse,MAGNOLIA_QUEENANNE,1974,1.0,1,25600,0,25600,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,5000.0,,1730600.625,0.0,1249609.0,480992.0,Multi_usage
22504,2016,NonResidential,Other,MAGNOLIA_QUEENANNE,1965,1.0,1,23169,0,23169,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,,,222255.9063,0.0,222256.0,0.0,Mono_usage
22509,2016,NonResidential,Small- and Mid-Sized Office,MAGNOLIA_QUEENANNE,2008,1.0,4,41784,8399,33385,"Office, Parking",Office,8399.0,,1294615.25,0.0,1294615.0,0.0,Multi_usage
22511,2016,NonResidential,Warehouse,MAGNOLIA_QUEENANNE,1960,1.0,1,56884,0,56884,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,,,1388345.125,0.0,785464.0,602881.0,Mono_usage
22519,2016,NonResidential,Retail Store,BALLARD,1989,1.0,1,32810,0,32810,Retail Store,Retail Store,,,2017967.75,0.0,1316268.0,701700.0,Mono_usage
22547,2016,NonResidential,Self-Storage Facility,MAGNOLIA_QUEENANNE,1980,1.0,3,30989,0,30989,Self-Storage Facility,Self-Storage Facility,,,97690.39844,0.0,97690.0,0.0,Mono_usage
22548,2016,NonResidential,Self-Storage Facility,MAGNOLIA_QUEENANNE,1915,1.0,3,39952,0,39952,Self-Storage Facility,Self-Storage Facility,,,57133.19922,0.0,57133.0,0.0,Mono_usage
22574,2016,NonResidential,Small- and Mid-Sized Office,MAGNOLIA_QUEENANNE,1961,1.0,2,20022,0,20022,Office,Office,,,657385.8125,0.0,657386.0,0.0,Mono_usage
22577,2016,NonResidential,Distribution Center,MAGNOLIA_QUEENANNE,1960,1.0,2,36498,0,36498,"Distribution Center, Non-Refrigerated Warehouse",Distribution Center,17200.0,,520011.8125,0.0,277628.0,242384.0,Multi_usage
22579,2016,NonResidential,Distribution Center,MAGNOLIA_QUEENANNE,1968,1.0,1,35946,0,35946,"Distribution Center, Office",Distribution Center,4101.0,,469499.8125,0.0,300259.0,169240.0,Multi_usage
22585,2016,NonResidential,Small- and Mid-Sized Office,MAGNOLIA_QUEENANNE,2007,1.0,4,30152,5680,24472,"Office, Parking",Office,4968.0,,845044.125,0.0,844068.0,976.0,Multi_usage
22607,2016,NonResidential,Small- and Mid-Sized Office,MAGNOLIA_QUEENANNE,1979,1.0,4,22365,0,22365,Office,Office,,,727385.8125,0.0,727386.0,0.0,Mono_usage
22609,2016,NonResidential,Small- and Mid-Sized Office,MAGNOLIA_QUEENANNE,1994,1.0,4,30172,0,30172,Office,Office,,,904059.875,0.0,904060.0,0.0,Mono_usage
22650,2016,NonResidential,Warehouse,BALLARD,1927,1.0,4,42500,0,42500,"Non-Refrigerated Warehouse, Retail Store",Non-Refrigerated Warehouse,5091.0,,241478.5938,0.0,241478.0,0.0,Multi_usage
22654,2016,NonResidential,Small- and Mid-Sized Office,BALLARD,1901,1.0,4,23032,0,23032,"Office, Restaurant, Retail Store",Office,5300.0,1460.0,1121537.75,0.0,1121537.0,0.0,Multi_usage
22672,2016,NonResidential,Other,BALLARD,1900,1.0,3,45750,4914,40836,"Other, Parking",Other,2900.0,,7240274.0,0.0,1749609.0,5490664.0,Multi_usage
22676,2016,NonResidential,Small- and Mid-Sized Office,BALLARD,1968,1.0,2,23500,0,23500,Office,Office,,,1686405.0,0.0,1192984.0,493421.0,Mono_usage
22678,2016,NonResidential,Small- and Mid-Sized Office,BALLARD,1966,1.0,1,22282,0,22282,Office,Office,,,579888.3125,0.0,306298.0,273590.0,Mono_usage
22679,2016,NonResidential,Self-Storage Facility,BALLARD,1902,1.0,2,24000,0,24000,Self-Storage Facility,Self-Storage Facility,,,502898.6875,0.0,201999.0,300900.0,Mono_usage
22801,2016,Nonresidential COS,Other,NORTH,1996,0.0,2,29258,0,29258,"Fitness Center/Health Club/Gym, Other - Recreation, Swimming Pool",Other - Recreation,2648.0,0.0,8086943.5,0.0,2608582.0,5478361.0,Multi_usage
22804,2016,NonResidential,Small- and Mid-Sized Office,NORTH,1931,1.0,2,37500,0,37500,Office,Office,,,2235765.5,0.0,1614256.0,621509.0,Mono_usage
22810,2016,NonResidential,K-12 School,NORTHWEST,1930,1.0,3,23983,0,23983,K-12 School,K-12 School,,,1164364.75,0.0,618998.0,545367.0,Mono_usage
22818,2016,NonResidential,Distribution Center,DELRIDGE,1980,1.0,1,24100,0,24100,"Distribution Center, Non-Refrigerated Warehouse",Distribution Center,3500.0,,809870.8125,0.0,271509.0,538362.0,Multi_usage
22834,2016,NonResidential,K-12 School,NORTHEAST,2004,3.0,2,31343,0,31343,K-12 School,K-12 School,,,3846501.25,0.0,1639135.0,2207366.0,Mono_usage
22860,2016,NonResidential,Mixed Use Property,NORTHWEST,1996,1.0,3,55912,22850,33062,"Office, Parking, Retail Store",Parking,23501.0,9561.0,2450442.75,0.0,2450443.0,0.0,Multi_usage
22863,2016,NonResidential,Other,MAGNOLIA_QUEENANNE,1957,1.0,2,20294,0,20294,"Office, Other",Other,2294.0,,1735995.75,0.0,536408.0,1199588.0,Multi_usage
22866,2016,NonResidential,Small- and Mid-Sized Office,MAGNOLIA_QUEENANNE,1983,1.0,4,40571,10849,29722,Office,Office,,,1286817.375,0.0,1286817.0,0.0,Mono_usage
22867,2016,NonResidential,Small- and Mid-Sized Office,MAGNOLIA_QUEENANNE,1983,1.0,4,41707,15659,26048,"Office, Parking",Office,12000.0,,1755788.5,0.0,1755788.0,0.0,Multi_usage
22881,2016,NonResidential,Mixed Use Property,MAGNOLIA_QUEENANNE,1960,1.0,2,57644,0,57644,"Non-Refrigerated Warehouse, Office, Other - Services",Office,19440.0,15490.0,2189735.0,0.0,1591510.0,598225.0,Multi_usage
22883,2016,NonResidential,Warehouse,MAGNOLIA_QUEENANNE,1955,1.0,2,39497,0,39497,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,13950.0,,1700057.375,0.0,1344071.0,355986.0,Multi_usage
22936,2016,Nonresidential COS,Other,EAST,1932,1.0,1,33087,0,33087,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,,,3548858.25,0.0,1443141.0,2105717.0,Mono_usage
22940,2016,NonResidential,Small- and Mid-Sized Office,NORTHWEST,1982,1.0,2,27574,0,27574,Office,Office,,,1211349.25,0.0,1211349.0,0.0,Mono_usage
22953,2016,NonResidential,Retail Store,NORTH,1965,1.0,1,24982,0,24982,Retail Store,Retail Store,,,335245.0,0.0,335245.0,0.0,Mono_usage
22955,2016,NonResidential,Senior Care Community,NORTH,1998,1.0,5,43661,0,43661,"Parking, Senior Care Community",Senior Care Community,0.0,,3936421.5,0.0,2741695.0,1194726.0,Multi_usage
22962,2016,NonResidential,Small- and Mid-Sized Office,NORTHWEST,1987,1.0,3,76105,27307,48798,Office,Office,,,2472350.25,0.0,2472350.0,0.0,Mono_usage
23008,2016,NonResidential,Mixed Use Property,NORTH,1952,1.0,2,32009,0,32009,"Non-Refrigerated Warehouse, Office, Retail Store",Non-Refrigerated Warehouse,15770.0,4000.0,1998725.25,0.0,1340993.0,657732.0,Multi_usage
23011,2016,NonResidential,Retail Store,NORTH,1966,1.0,1,41615,0,41615,Retail Store,Retail Store,,,1900006.25,0.0,1900006.0,0.0,Mono_usage
23017,2016,NonResidential,Medical Office,NORTH,1988,1.0,3,28841,0,28841,Medical Office,Medical Office,,,1459199.75,0.0,955324.0,503875.0,Mono_usage
23020,2016,NonResidential,Self-Storage Facility,NORTH,1977,2.0,2,33344,0,33344,"Office, Parking, Self-Storage Facility",Self-Storage Facility,984.0,0.0,123767.2031,0.0,123767.0,0.0,Multi_usage
23022,2016,Nonresidential COS,Other,NORTH,2005,2.0,1,30498,0,30498,Other - Recreation,Other - Recreation,,,2436063.0,0.0,1066226.0,1369837.0,Mono_usage
23040,2016,NonResidential,K-12 School,DELRIDGE,1924,1.0,2,42975,0,42975,K-12 School,K-12 School,,,959352.0,0.0,173165.0,786187.0,Mono_usage
23049,2016,NonResidential,Other,DELRIDGE,1963,1.0,1,23260,0,23260,"Office, Repair Services (Vehicle, Shoe, Locksmith, etc)","Repair Services (Vehicle, Shoe, Locksmith, etc)",10185.0,,1612105.75,0.0,719779.0,892327.0,Multi_usage
23051,2016,NonResidential,Small- and Mid-Sized Office,DELRIDGE,1988,1.0,2,30659,0,30659,"Data Center, Non-Refrigerated Warehouse, Office",Office,8653.0,285.0,2619088.5,0.0,1804388.0,814700.0,Multi_usage
23056,2016,NonResidential,Other,MAGNOLIA_QUEENANNE,1920,1.0,2,27144,0,27144,Other,Other,,,1012024.313,0.0,458796.0,553228.0,Mono_usage
23064,2016,NonResidential,Other,NORTHWEST,1970,5.0,1,23166,0,23166,Other,Other,,,3475804.25,0.0,3.0,3475801.0,Mono_usage
23065,2016,NonResidential,Medical Office,NORTHWEST,1979,1.0,2,34759,0,34759,"Medical Office, Parking",Medical Office,0.0,,1633105.375,0.0,1633105.0,0.0,Multi_usage
23071,2016,NonResidential,Hospital,NORTHWEST,1966,8.0,1,415632,0,415632,"Hospital (General Medical & Surgical), Parking",Hospital (General Medical & Surgical),266833.0,,98960776.0,0.0,42864158.0,56096612.0,Multi_usage
23076,2016,NonResidential,Worship Facility,NORTHWEST,1965,1.0,2,44719,0,44719,"Medical Office, Office, Worship Facility",Worship Facility,1025.0,972.0,1614026.25,0.0,704681.0,909345.0,Multi_usage
23098,2016,NonResidential,Supermarket / Grocery Store,GREATER_DUWAMISH,1965,1.0,1,21603,0,21603,Supermarket/Grocery Store,Supermarket/Grocery Store,,,5833800.0,0.0,3900058.0,1933742.0,Mono_usage
23113,2016,NonResidential,Medical Office,EAST,1964,1.0,3,591981,0,591981,"Medical Office, Other/Specialty Hospital, Outpatient Rehabilitation/Physical Therapy, Parking",Medical Office,282392.0,54159.0,102673696.0,0.0,48002292.0,54671394.0,Multi_usage
23115,2016,NonResidential,Distribution Center,DELRIDGE,1979,1.0,1,42900,0,42900,Distribution Center,Distribution Center,,,436252.5,0.0,436253.0,0.0,Mono_usage
23117,2016,Campus,Other,DELRIDGE,2005,5.0,1,57952,0,57952,Adult Education,Adult Education,,,3091387.5,0.0,1474450.0,1616937.0,Mono_usage
23120,2016,NonResidential,Other,DELRIDGE,1971,1.0,1,26232,0,26232,"Office, Other - Services",Other - Services,7970.0,,3094090.0,0.0,902081.0,2192009.0,Multi_usage
23158,2016,NonResidential,Warehouse,DOWNTOWN,1956,1.0,2,25840,0,25840,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,,,313528.0938,0.0,313528.0,0.0,Mono_usage
23161,2016,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1988,1.0,1,45145,0,45145,Office,Office,,,1268459.0,0.0,514491.0,753968.0,Mono_usage
23164,2016,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,2001,1.0,5,70332,22095,48237,"Office, Parking",Office,25915.0,,1981115.25,0.0,1866104.0,115011.0,Multi_usage
23204,2016,SPS-District K-12,K-12 School,GREATER_DUWAMISH,1971,1.0,1,50546,0,50546,K-12 School,K-12 School,,,1155080.5,0.0,1066312.0,88768.0,Mono_usage
23228,2016,NonResidential,Supermarket / Grocery Store,BALLARD,1994,1.0,1,45522,0,45522,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,0.0,,12250422.0,0.0,7019711.0,5230709.0,Multi_usage
23231,2016,NonResidential,Retail Store,NORTHWEST,1979,1.0,2,20088,0,20088,"Office, Parking, Retail Store",Retail Store,3500.0,508.0,326778.6875,0.0,326778.0,0.0,Multi_usage
23265,2016,Campus,Other,GREATER_DUWAMISH,1989,5.0,2,138907,0,138907,Other,Other,,,7837692.5,0.0,5130303.0,2707389.0,Mono_usage
23268,2016,NonResidential,Small- and Mid-Sized Office,GREATER_DUWAMISH,1997,1.0,2,40657,0,40657,"Office, Parking",Office,0.0,,2826828.0,0.0,2742404.0,84424.0,Multi_usage
23277,2016,NonResidential,Warehouse,GREATER_DUWAMISH,1900,1.0,1,20200,0,20200,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,1500.0,,269016.6875,0.0,260808.0,8209.0,Multi_usage
23297,2016,NonResidential,Residence Hall,EAST,1904,1.0,1,44086,0,44086,Residence Hall/Dormitory,Residence Hall/Dormitory,,,3652708.75,1920474.25,1218944.0,513291.0,Mono_usage
23299,2016,NonResidential,Small- and Mid-Sized Office,EAST,1970,1.0,7,54372,20824,33548,"Office, Parking",Office,15000.0,,1403820.0,0.0,1403820.0,0.0,Multi_usage
23310,2016,NonResidential,Other,EAST,1951,1.0,1,47699,0,47699,"Museum, Parking",Museum,0.0,,14524386.0,8630381.0,5782654.0,111350.0,Multi_usage
23311,2016,NonResidential,Medical Office,EAST,1945,1.0,0,274568,0,274568,"Medical Office, Parking",Medical Office,135954.0,,25311526.0,13296249.0,12015275.0,0.0,Multi_usage
23313,2016,NonResidential,Small- and Mid-Sized Office,EAST,1956,1.0,3,21282,0,21282,Office,Office,,,1245923.75,762542.3125,483381.0,0.0,Mono_usage
23320,2016,NonResidential,Other,SOUTHEAST,1921,1.0,2,41022,0,41022,Other,Other,,,3787648.25,0.0,3787648.0,0.0,Mono_usage
23397,2016,NonResidential,Other,DELRIDGE,1966,1.0,2,28109,0,28109,Other,Other,,,3612526.75,0.0,3326281.0,286245.0,Mono_usage
23331,2016,NonResidential,Small- and Mid-Sized Office,NORTH,1985,1.0,3,33580,12990,20590,"Office, Parking",Office,12990.0,,409578.4063,0.0,409579.0,0.0,Multi_usage
23342,2016,NonResidential,Warehouse,NORTH,1977,1.0,1,21936,0,21936,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,,,113130.0,0.0,71827.0,41303.0,Mono_usage
23343,2016,NonResidential,Other,NORTH,1969,1.0,1,30160,0,30160,Other,Other,,,1045838.5,0.0,244597.0,801241.0,Mono_usage
23396,2016,NonResidential,Other,DELRIDGE,1997,1.0,1,40189,0,40189,"Office, Other - Utility, Parking",Other - Utility,9113.0,0.0,1509292.0,0.0,921235.0,588057.0,Multi_usage
23400,2016,NonResidential,Small- and Mid-Sized Office,DELRIDGE,1988,1.0,2,66484,0,66484,"Non-Refrigerated Warehouse, Office, Retail Store",Office,18000.0,9000.0,3046543.0,0.0,3046543.0,0.0,Multi_usage
23404,2016,NonResidential,Small- and Mid-Sized Office,EAST,1959,1.0,3,25151,0,25151,Office,Office,,,1356874.75,748984.6875,607890.0,0.0,Mono_usage
23408,2016,NonResidential,Hotel,EAST,1928,1.0,6,35770,0,35770,Hotel,Hotel,,,2640980.25,0.0,605147.0,2035833.0,Mono_usage
23410,2016,NonResidential,Hotel,EAST,1928,1.0,9,48006,0,48006,Hotel,Hotel,,,3239754.0,0.0,1533438.0,1706316.0,Mono_usage
23416,2016,NonResidential,Mixed Use Property,DOWNTOWN,1960,1.0,2,29631,0,29631,"Office, Restaurant, Supermarket/Grocery Store",Supermarket/Grocery Store,13000.0,5000.0,5144392.0,0.0,2737254.0,2407137.0,Multi_usage
23418,2016,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1989,1.0,2,23472,0,23472,"Office, Other, Retail Store",Office,1065.0,945.0,1625308.625,0.0,864104.0,761205.0,Multi_usage
23419,2016,Nonresidential COS,Small- and Mid-Sized Office,GREATER_DUWAMISH,1973,1.0,2,21315,0,21315,Office,Office,,,2796425.0,0.0,820533.0,1975892.0,Mono_usage
23459,2016,NonResidential,Small- and Mid-Sized Office,MAGNOLIA_QUEENANNE,1984,1.0,4,57110,15812,41298,"Office, Parking",Office,28390.0,,2190460.0,0.0,1994494.0,195966.0,Multi_usage
23846,2016,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1979,1.0,3,34030,0,34030,Office,Office,,,1748629.875,0.0,1530330.0,218300.0,Mono_usage
23503,2016,NonResidential,Restaurant,SOUTHWEST,1902,1.0,2,20398,0,20398,"Office, Restaurant",Restaurant,1166.0,,9313513.0,0.0,3478554.0,5834959.0,Multi_usage
23504,2016,NonResidential,Distribution Center,GREATER_DUWAMISH,1952,1.0,1,41308,0,41308,Distribution Center,Distribution Center,,,1642471.5,0.0,1054767.0,587704.0,Mono_usage
